"CASRN"	"Chemical"	"Tc"	"Pc"	"Vc"	"omega"
"66225-51-2"	"3-ethyl-1-pentanol"	598.5	31.21	440.5	0.764
"66225-52-3"	"2,3-dimethyl-1,3-pentanediol"	677.27	35.47	448.5	1.141
"66225-53-4"	"2,4-dimethyl-2,3-pentanediol"	604.17	35.81	442.5	1.107
"66225-54-5"	"4,4-dimethyl-1,2-pentanediol"	677.27	35.47	448.5	1.141
"6624-76-6"	"1-nonacosanol"	871.6	7.9	1714.8	
"66250-03-1"	"1,1,4-trichlorobutane"	623.15	34.4	400.5	0.362
"66256-39-1"	"3,4,4,5-tetramethyl-3-hexanol"	641.12	24.03	586.5	0.693
"66256-40-4"	"3,4,5,5-tetramethyl-3-hexanol"	631.67	24.03	586.5	0.693
"66256-41-5"	"2,2,4-trimethyl-3-ethyl-3-pentanol"	626.28	24.03	586.5	0.693
"66256-42-6"	"2,2,5-trimethyl-4-heptanol"	607.56	23.77	591.5	0.757
"66256-43-7"	"2,2,6-trimethyl-3-heptanol"	618.25	23.77	591.5	0.757
"66256-44-8"	"2,2,6-trimethyl-4-heptanol"	607.56	23.77	591.5	0.757
"66256-46-0"	"2,4,5-trimethyl-4-heptanol"	607.56	23.77	591.5	0.757
"66256-47-1"	"2,4,6-trimethyl-2-heptanol"	622.25	23.77	591.5	0.757
"66256-48-2"	"2,5,6-trimethyl-2-heptanol"	622.45	23.77	591.5	0.757
"66256-50-6"	"3,5,5-trimethyl-3-heptanol"	629.12	23.84	592.5	0.724
"66256-60-8"	"6-methyl-2-nonanol"	640.97	23.34	602.5	0.852
"66256-61-9"	"7-methyl-2-nonanol"	640.97	23.34	602.5	0.852
"66256-62-0"	"4-methyl-2-propyl-1-hexanol"	633.27	23.34	602.5	0.852
"66256-63-1"	"2,2,3,4-tetramethyl-3-hexanol"	627.63	24.03	586.5	0.693
"66256-64-2"	"2,2,3,5-tetramethyl-3-hexanol"	692.84	24.03	586.5	0.693
"66256-65-3"	"2,2,4,4-tetramethyl-3-hexanol"	624.93	24.03	586.5	0.693
"66256-66-4"	"2,3,4,4-tetramethyl-2-hexanol"	624.93	24.03	586.5	0.693
"66256-67-5"	"2,3,4,4-tetramethyl-3-hexanol"	639.77	24.03	586.5	0.693
"66256-68-6"	"2,4,4,5-tetramethyl-3-hexanol"	637.55	23.96	585.5	0.726
"66256-69-7"	"3,3,5,5-tetramethyl-2-hexanol"	624.72	24.03	586.5	0.693
"6626-32-0"	"2,6-dipropylphenol"	755.67	27.47	598.7	0.59
"66271-50-9"	"1-nitrohexadecane"	782	13.3	1013.5	0.886
"66271-53-2"	"2-hexadecanethiol"	768	14	967	0.753
"66271-54-3"	"3-thiaheptadecane"	791.68	12.88	931.5	0.686
"66271-55-4"	"4-thiaheptadecane"	787.27	13.35	985.5	0.754
"66271-56-5"	"ethyltetradecylamine"	732.8	13.7	950	0.848
"66271-67-8"	"cis-1-bromo-1-hexadecene"	761.27	14.42	973.5	0.79
"66271-68-9"	"trans-1-bromo-1-hexadecene"	761.27	14.42	973.5	0.79
"66271-69-0"	"cis-1-chloro-1-hexadecene"	771.23	13.33	960.5	0.727
"66271-70-3"	"trans-1-chloro-1-hexadecene"	771.23	13.33	960.5	0.727
"66271-71-4"	"cis-1-fluoro-1-hexadecene"	727.24	13.25	929.5	0.725
"66271-72-5"	"trans-1-fluoro-1-hexadecene"	727.24	13.25	929.5	0.725
"66271-73-6"	"cis-1-iodo-1-hexadecene"	791.82	13.48	999.5	0.72
"66271-74-7"	"trans-1-iodo-1-hexadecene"	791.82	13.48	999.5	0.72
"66271-75-8"	"1,1-diiodohexadecane"	955.15	12.85	1101.5	0.748
"66271-76-9"	"pentadecyl formate"	747.3	12.6	981	
"66271-77-0"	"tridecyl propanoate"	744.3	12.2	983	
"66271-81-6"	"3-thiahexadecane"	775.15	14.34	929.5	0.729
"66271-82-7"	"4-thiahexadecane"	775.15	14.34	929.5	0.729
"66271-83-8"	"5-thiahexadecane"	775.15	14.34	929.5	0.729
"6628-18-8"	"2,5-dithiahexane"	642	38.7	358	0.346
"66291-42-7"	"cis-1-fluoro-1-pentadecene"	704.64	14.23	873.5	0.699
"66291-43-8"	"trans-1-fluoro-1-pentadecene"	704.64	14.23	873.5	0.699
"66291-44-9"	"cis-1-iodo-1-pentadecene"	781.44	14.48	943.5	0.693
"66291-45-0"	"trans-1-iodo-1-pentadecene"	781.44	14.48	943.5	0.693
"66291-47-2"	"cis-1-chloro-1-decene"	682.53	21.37	624.5	0.516
"66291-48-3"	"trans-1-chloro-1-decene"	682.53	21.37	624.5	0.516
"66291-49-4"	"cis-1-fluoro-1-decene"	593.48	21.22	593.5	0.515
"66291-50-7"	"trans-1-fluoro-1-decene"	593.48	21.22	593.5	0.515
"66291-51-8"	"1-iodo-1-decene"	721.89	21.67	663.5	0.506
"66291-52-9"	"trans-1-iodo-1-decene"	721.89	21.67	663.5	0.506
"66291-57-4"	"1,1-diiododecane"	836.2	20.4	765.5	0.55
"66291-72-3"	"cis-1-bromo-1-decene"	683.71	23.63	637.5	0.579
"66291-73-4"	"trans-1-bromo-1-decene"	683.71	23.63	637.5	0.579
"66291-74-5"	"1,1-diiodooctacosane"	1260.3	6.44	1773.5	
"66291-75-6"	"diethyltetracosylamine"	838.85	6.68	1641.5	
"66291-76-7"	"dimethylhexacosylamine"	873.23	6.68	1641.5	
"66291-77-8"	"ethylhexacosylamine"	881.56	6.6	1638.5	
"66291-78-9"	"methylheptacosylamine"	875.4	6.6	1638.5	
"66291-79-0"	"dimethylpentacosylamine"	860.6	7.03	1585.5	
"66291-80-3"	"ethylpentacosylamine"	868.17	6.94	1582.5	
"66291-81-4"	"methylhexacosylamine"	863.26	6.94	1582.5	
"66291-84-7"	"1,1-diiodoheptacosane"	1229.7	6.76	1717.5	
"66291-86-9"	"diethyltricosylamine"	826.28	7.03	1585.5	
"66291-89-2"	"diethyldocosylamine"	814.46	7.4	1529.5	
"66291-90-5"	"dimethyltetracosylamine"	848.75	7.4	1529.5	
"66291-91-6"	"ethyltetracosylamine"	855.6	7.3	1526.5	
"66291-92-7"	"methylpentacosylamine"	850.7	7.3	1526.5	
"66291-94-9"	"1,1-diiodohexacosane"	1200.28	7.11	1661.5	
"66292-27-1"	"1,1-diiodooctadecane"	998.46	11.25	1213.5	0.779
"66292-28-2"	"heptadecyl formate"	766.3	10.9	1097	
"66292-29-3"	"pentadecyl propanoate"	764.5	10.7	1099	
"66292-30-6"	"1-nitrooctadecane"	801.56	11.62	1125.5	0.893
"66292-31-7"	"3-thianonadecane"	810.53	11.66	1097.5	0.787
"66292-32-8"	"4-thianonadecane"	810.53	11.66	1097.5	0.787
"66292-33-9"	"5-thianonadecane"	810.53	11.66	1097.5	0.787
"66292-34-0"	"methylheptadecylamine"	755.1	11.6	1060	0.868
"66292-44-2"	"cis-1-bromo-1-octadecene"	783.3	12.53	1085.5	0.827
"66292-45-3"	"trans-1-bromo-1-octadecene"	783.3	12.53	1085.5	0.827
"66292-46-4"	"cis-1-chloro-1-octadecene"	794.17	11.64	1072.5	0.765
"66292-47-5"	"trans-1-chloro-1-octadecene"	794.17	11.64	1072.5	0.765
"66292-48-6"	"cis-1-fluoro-1-octadecene"	773.26	11.58	1041.5	0.763
"66292-49-7"	"trans-1-fluoro-1-octadecene"	773.26	11.58	1041.5	0.763
"66292-50-0"	"cis-1-iodo-1-octadecene"	812.93	11.76	1111.5	0.76
"66292-51-1"	"trans-1-iodo-1-octadecene"	812.93	11.76	1111.5	0.76
"66309-90-8"	"1,4-dimethyl-5-ethylnaphthalene"	811.44	24.24	633.5	0.536
"66324-43-4"	"1,1-diiodotridecane"	893.94	15.97	933.5	0.664
"66324-50-3"	"cis-1-bromo-1-tridecene"	726.09	18.19	805.5	0.699
"66324-51-4"	"trans-1-bromo-1-tridecene"	726.09	18.19	805.5	0.699
"66324-52-5"	"cis-1-chloro-1-tridecene"	731.35	16.65	792.5	0.635
"66324-53-6"	"trans-1-chloro-1-tridecene"	731.35	16.65	792.5	0.635
"66324-54-7"	"cis-1-fluoro-1-tridecene"	659.99	16.54	761.5	0.634
"66324-55-8"	"trans-1-fluoro-1-tridecene"	659.99	16.54	761.5	0.634
"66324-56-9"	"cis-1-iodo-1-tridecene"	759.56	16.85	831.5	0.626
"66324-57-0"	"trans-1-iodo-1-tridecene"	759.56	16.85	831.5	0.626
"66324-83-2"	"1-propyl-[1,2,3,4-tetrahydronaphthalene]"	745.97	25.13	604.5	0.468
"66324-84-3"	"2-propyl-[1,2,3,4-tetrahydronaphthalene]"	752.45	25.13	604.5	0.468
"66325-09-5"	"2-hexyl-[1,2,3,4-tetrahydronaphthalene]"	784.07	19.19	772.5	0.594
"66325-11-9"	"1-hexyl-[ 1,2,3,4-tetrahydronaphthalene]"	779	18.9	771	0.589
"66325-42-6"	"5-butyl-1,2,3,4-tetrahydronaphthalene"	760.47	22.87	660.5	0.511
"66325-78-8"	"1,1-diiodopentadecane"	934.29	13.78	1045.5	0.725
"66325-82-4"	"1,1-diiodotricosane"	1118.27	8.34	1493.5	0.735
"66326-05-4"	"1,1-diiododocosane"	1092.78	8.83	1437.5	0.759
"66326-06-5"	"nonadecyl propanoate"	797.3	8.4	1331	
"66326-07-6"	"ethyleicosylamine"	806.7	9.09	1302.5	0.8
"66326-08-7"	"methylheneicosylamine"	803.02	9.09	1302.5	0.8
"66326-13-4"	"heneicosanenitrile"	824.05	9.42	1237.5	0.812
"66326-14-5"	"1,1-diiodoheneicosane"	1068.11	9.35	1381.5	0.775
"66326-15-6"	"eicosyl formate"	790.5	8.8	1271	
"66326-16-7"	"1-chloroheneicosane"	810.87	9.35	1260.5	0.774
"66326-18-9"	"diethylheptadecylamine"	758.3	9.79	1249.5	0.804
"66326-20-3"	"methyleicosylamine"	791.58	9.64	1246.5	0.822
"66359-06-6"	"1-pentyl-[1,2,3,4-tetrahydronaphthalene]"	767.6	20.91	716.5	0.554
"66359-07-7"	"2-pentyl-[1,2,3,4-tetrahydronaphthalene]"	774.92	20.91	716.5	0.554
"66359-36-2"	"1-nitrononadecane"	810.4	10.89	1181.5	0.886
"66359-38-4"	"1,3-nonadecanediol"	845.25	12.31	1131.5	1.074
"66359-40-8"	"3-thiaeicosane"	821.75	10.93	1153.5	0.794
"66359-41-9"	"4-thiaeicosane"	821.75	10.93	1153.5	0.794
"66359-42-0"	"5-thiaeicosane"	821.75	10.93	1153.5	0.794
"66359-43-1"	"ethylheptadecylamine"	764.7	11.2	1115	0.941
"66359-51-1"	"cis-1-bromo-1-nonadecene"	794.49	11.72	1141.5	0.836
"66359-52-2"	"trans-1-bromo-1-nonadecene"	794.49	11.72	1141.5	0.836
"66359-53-3"	"cis-1-chloro-1-nonadecene"	805.2	10.91	1128.5	0.775
"66359-54-4"	"trans-1-chloro-1-nonadecene"	805.2	10.91	1128.5	0.775
"66359-55-5"	"cis-1-fluoro-1-nonadecene"	796.8	10.86	1097.5	0.773
"66359-56-6"	"trans-1-fluoro-1-nonadecene"	796.8	10.86	1097.5	0.773
"66359-57-7"	"cis-1-iodo-1-nonadecene"	822.45	11.02	1167.5	0.772
"66359-58-8"	"trans-1-iodo-1-nonadecene"	822.45	11.02	1167.5	0.772
"66359-60-2"	"1,1-diiodononadecane"	1021	10.56	1269.5	0.785
"66359-61-3"	"thiacycloeicosane"	865.9	16.52	967.5	0.428
"66359-75-9"	"diethylheneicosylamine"	803.37	7.8	1473.5	0.708
"66359-76-0"	"dimethyltricosylamine"	836.42	7.8	1473.5	0.708
"66359-77-1"	"ethyltricosylamine"	842.59	7.69	1470.5	0.708
"66359-78-2"	"methyltetracosylamine"	837.69	7.69	1470.5	0.708
"66359-84-0"	"1,1-diiodopentacosane"	1171.95	7.49	1605.5	
"66374-76-3"	"cis-1-bromo-1-pentadecene"	750.39	15.54	917.5	0.764
"66374-77-4"	"trans-1-bromo-1-pentadecene"	750.39	15.54	917.5	0.764
"66374-78-5"	"cis-1-chloro-1-pentadecene"	757.95	14.32	904.5	0.7
"66374-79-6"	"trans-1-chloro-1-pentadecene"	757.95	14.32	904.5	0.7
"66374-96-7"	"1,1-diiodotetracosane"	1144.63	7.9	1549.5	0.704
"66374-97-8"	"diethyleicosylamine"	791.74	8.24	1417.5	0.737
"66374-98-9"	"ethyldocosylamine"	830.33	8.12	1414.5	0.732
"66374-99-0"	"methyltricosylamine"	826.65	8.12	1414.5	0.732
"66375-02-8"	"diethylnonadecylamine"	780.79	8.71	1361.5	0.767
"66375-03-9"	"dimethylheneicosylamine"	813.93	8.71	1361.5	0.767
"66375-04-0"	"ethylheneicosylamine"	818.78	8.58	1358.5	0.77
"66375-05-1"	"methyldocosylamine"	815.11	8.58	1358.5	0.77
"6639-30-1"	"1,2,4-trichloro-5-methylbenzene"	737	33.4	447	0.26
"66395-23-1"	"trans-2,5-dimethylcyclohexanone, (±)"	670	32.5	421.7	
"66455-35-4"	"4-thiaheneicosane"	832.33	10.27	1209.5	0.795
"66455-36-5"	"methylnonadecylamine"	773.4	10	1170	0.913
"66455-41-2"	"trans-1-chloro-1-eicosene"	815.57	10.25	1184.5	0.779
"66455-42-3"	"cis-1-fluoro-1-eicosene"	820.75	10.2	1153.5	0.776
"66455-43-4"	"trans-1-fluoro-1-eicosene"	820.75	10.2	1153.5	0.776
"66455-44-5"	"trans-1-iodo-1-eicosene"	832.59	10.35	1223.5	0.777
"66455-45-6"	"cis-1-iodo-1-eicosene"	832.59	10.35	1223.5	0.777
"66455-47-8"	"1,1-diiodoeicosane"	1044.2	9.93	1325.5	0.784
"66455-49-0"	"nonadecyl formate"	782.9	9.4	1213	
"66455-50-3"	"1-nitroeicosane"	821.1	10.23	1237.5	0.871
"66455-60-5"	"1-bromo-1-eicosene"	805.01	10.99	1197.5	0.839
"66455-61-6"	"trans-1-bromo-1-eicosene"	805.01	10.99	1197.5	0.839
"66455-62-7"	"cis-1-chloro-1-eicosene"	815.57	10.25	1184.5	0.779
"66455-67-2"	"2-decyl-[1,2,3,4-tetrahydronaphthalene]"	816.73	14.06	996.5	0.73
"66553-05-7"	"1-amino-2,3-dimethylbutane"	552.72	33.76	388.5	0.419
"66553-10-4"	"2-octyl-[1,2,3,4-tetrahydronaphthalene]"	802.56	16.32	884.5	0.669
"66553-15-9"	"2,3-dimethyl-1,2-butanediol"	636.35	39.91	392.5	1.105
"66553-16-0"	"2-ethyl-1,2-butanediol"	624.29	39.51	398.5	1.14
"66553-17-1"	"2-ethyl-1,3-butanediol"	630.46	39.36	397.5	1.179
"66553-33-1"	"1,1-diiodododecane"	874.36	17.27	877.5	0.629
"66553-34-2"	"1-nitro-2,3-dimethylbutane"	643.56	32.06	441.5	0.491
"66553-39-7"	"cis-1-bromo-1-dodecene"	712.56	19.77	749.5	0.661
"66553-40-0"	"trans-1-bromo-1-dodecene"	712.56	19.77	749.5	0.661
"66553-41-1"	"cis-1-chloro-1-dodecene"	716.62	18.03	736.5	0.598
"66553-42-2"	"trans-1-chloro-1-dodecene"	716.62	18.03	736.5	0.598
"66553-43-3"	"cis-1-fluoro-1-dodecene"	637.82	17.91	705.5	0.597
"66553-44-4"	"trans-1-fluoro-1-dodecene"	637.82	17.91	705.5	0.597
"66553-45-5"	"cis-1-iodo-1-dodecene"	747.98	18.26	775.5	0.588
"66553-46-6"	"trans-1-iodo-1-dodecene"	747.98	18.26	775.5	0.588
"66553-52-4"	"ethyldecylamine"	677.7	18.2	730	0.696
"66553-53-5"	"methylundecylamine"	682.3	18.3	730	0.692
"66553-61-5"	"4a-ethyl-cisdecahydronaphthalene"	723.87	23.96	588.5	0.374
"66553-62-6"	"4a-ethyl-trans-decahydronaphthalene"	712.43	23.96	588.5	0.374
"66563-84-6"	"ethylnonylamine"	660.8	19.7	675	0.657
"66563-89-1"	"cis-1-bromo-1-heptadecene"	772.65	13.43	1029.5	0.812
"66563-90-4"	"trans-1-bromo-1-heptadecene"	772.65	13.43	1029.5	0.812
"66563-91-5"	"cis-1-chloro-1-heptadecene"	782.44	12.44	1016.5	0.749
"66563-92-6"	"trans-1-chloro-1-heptadecene"	782.44	12.44	1016.5	0.749
"66563-99-3"	"1-heptyl-[1,2,3,4-tetrahydronaphthalene]"	788.41	17.67	828.5	0.633
"66575-72-2"	"trinonadecylamine"	1286.51	3.13	3098.1	
"66575-83-5"	"triheptadecylamine"	1171.51	3.35	2750.7	
"66576-21-4"	"2,2,3,4,4-pentamethyl-3-ethylpentane"	688.61	18.69	674.5	0.318
"66576-22-5"	"3-methyl-3-ethyl-2-pentanol"	591.48	28.69	485.5	0.706
"66576-23-6"	"4-methyl-3-ethyl-2-pentanol"	593.79	28.6	484.5	0.741
"66576-24-7"	"2,2,3,3-tetramethyl-1-butanol"	616.52	29.03	480.5	0.639
"66576-26-9"	"2,3,4-trimethyl-2-pentanol"	592.43	28.94	479.5	0.674
"66576-27-0"	"3,5-dimethyl-2-hexanol"	588.35	28.6	484.5	0.741
"66576-28-1"	"4,4-dimethyl-2-hexanol"	594.21	28.69	485.5	0.706
"66576-29-2"	"4,5-dimethyl-2-hexanol"	590.87	28.6	484.5	0.741
"66576-30-5"	"4,5-dimethyl-3-hexanol"	582.72	28.6	484.5	0.741
"66576-31-6"	"5,5-dimethyl-3-hexanol"	582.12	28.69	485.5	0.706
"66576-32-7"	"4-ethyl-1-hexanol"	608.64	28.11	496.5	0.806
"66576-33-8"	"4-ethyl-2-hexanol"	595.71	28.35	490.5	0.773
"66576-36-1"	"methylnonatriacontylamine"	1089.54	3.93	2310.5	
"66576-42-9"	"nonatriacontylamine"	1115.25	4.16	2248.5	
"66576-43-0"	"diethylpentatriacontylamine"	1016.58	4.12	2257.5	
"66576-44-1"	"dimethylheptatriacontylamine"	1053.87	4.12	2257.5	
"66576-45-2"	"ethylheptatriacontylamine"	1075.11	4.08	2254.5	
"66576-46-3"	"methyloctatriacontylamine"	1065.67	4.08	2254.5	
"66576-47-4"	"1,1-diiodotetracontane"	1760.88	3.85	2445.5	
"66576-50-9"	"tetracontylamine"	1139.81	4	2304.5	
"66576-51-0"	"diethylhexatriacontylamine"	1038.51	3.97	2313.5	
"66576-52-1"	"dimethyloctatriacontylamine"	1076.31	3.97	2313.5	
"66576-53-2"	"ethyloctatriacontylamine"	1099.12	3.93	2310.5	
"66576-56-5"	"3,3-dimethyl-2-ethyl-1-butanol"	609.23	28.69	485.5	0.706
"66576-57-6"	"3,4-dimethyl-1-hexanol"	613.27	28.35	490.5	0.773
"66576-58-7"	"1,1-diiodononatriacontane"	1706.29	4	2389.5	
"66576-66-7"	"tripentadecylamine"	1076.51	3.57	2470.9	
"66576-70-3"	"1,2-dimethylpropyl propanoate"	593	25.8	491	0.735
"66576-72-5"	"1,1-diiodohexatriacontane"	1559.68	4.51	2221.5	
"66576-85-0"	"1,1-diiodopentatriacontane"	1515.76	4.7	2165.5	
"66576-87-2"	"pentatriacontylamine"	1027.97	4.89	2024.5	
"66576-88-3"	"diethylhentriacontylamine"	940.41	4.85	2033.5	
"66576-89-4"	"dimethyltritriacontylamine"	976.13	4.85	2033.5	
"66576-90-7"	"ethyltritriacontylamine"	992.16	4.8	2030.5	
"66576-91-8"	"methyltetratriacontylamine"	984.44	4.8	2030.5	
"66576-94-1"	"octatriacontylamine"	1091.09	4.32	2192.5	
"66576-95-2"	"diethyltetratriacontylamine"	994.85	4.29	2201.5	
"66576-96-3"	"dimethylhexatriacontylamine"	1031.69	4.29	2201.5	
"66576-97-4"	"dinonadecylamine"	1047.47	4.25	2198.5	
"66576-98-5"	"ethylhexatriacontylamine"	1052.8	4.25	2198.5	
"66576-99-6"	"methylheptatriacontylamine"	1043.48	4.25	2198.5	
"66577-00-2"	"1,2,6,8-tetramethylnaphthalene"	810.54	23.89	633.5	0.535
"66577-05-7"	"1,1-diiodoheptatriacontane"	1605.93	4.33	2277.5	
"66577-08-0"	"heptatriacontylamine"	1068.57	4.5	2136.5	
"66577-09-1"	"diethyltritriacontylamine"	975.85	4.47	2145.5	
"66577-10-4"	"dimethylpentatriacontylamine"	1012.28	4.47	2145.5	
"66577-11-5"	"ethylpentatriacontylamine"	1030.72	4.42	2142.5	
"66577-12-6"	"methylhexatriacontylamine"	1024.15	4.42	2142.5	
"66577-13-7"	"1,1-diiodooctatriacontane"	1654.72	4.16	2333.5	
"66577-14-8"	"2,4-dimethyl-1-ethylnaphthalene"	811.44	24.24	633.5	0.536
"66577-15-9"	"4,6-dimethyl-1-ethylnaphthalene"	811.44	24.24	633.5	0.536
"66577-16-0"	"1-methyl-3-isopropylnaphthalene"	817.54	24.8	627.5	0.507
"66577-17-1"	"7-methyl-1-isopropylnaphthalene"	807.6	24.5	631.5	0.524
"66577-18-2"	"3-methyl-2-isopropylnaphthalene"	817.54	24.8	627.5	0.507
"66577-19-3"	"3-methyl-2-propylnaphthalene"	812.35	24.6	633.5	0.537
"66577-20-6"	"1,2,3,6-tetramethylnaphthalene"	810.54	23.89	633.5	0.535
"66577-21-7"	"1,2,4,6-tetramethylnaphthalene"	810.54	23.89	633.5	0.535
"66577-22-8"	"1,2,4,8-tetramethylnaphthalene"	810.54	23.89	633.5	0.535
"66577-24-0"	"diethyldotriacontylamine"	956.87	4.65	2089.5	
"66577-25-1"	"dimethyltetratriacontylamine"	992.92	4.65	2089.5	
"66577-26-2"	"ethyltetratriacontylamine"	1011.41	4.6	2086.5	
"66577-27-3"	"methylpentatriacontylamine"	1002.31	4.6	2086.5	
"66577-30-8"	"3-thiatetradecane"	748.42	16.67	817.5	0.667
"66577-31-9"	"4-thiatetradecane"	748.42	16.67	817.5	0.667
"66577-32-0"	"5-thiatetradecane"	748.42	16.67	817.5	0.667
"66577-37-5"	"1,7-diethylnaphthalene"	812.35	24.6	633.5	0.537
"66577-38-6"	"1,2-dimethyl-4-ethylnaphthalene"	811.44	24.24	633.5	0.536
"66577-39-7"	"1,2-dimethyl-7-ethylnaphthalene"	811.44	24.24	633.5	0.536
"66577-40-0"	"1,3-dimethyl-5-ethylnaphthalene"	811.44	24.24	633.5	0.536
"66577-48-8"	"diethyltridecylamine"	712.65	12.65	1025.5	0.791
"66577-51-3"	"trans-1-fluoro-1-heptadecene"	750.1	12.37	985.5	0.747
"66577-52-4"	"cis-1-iodo-1-heptadecene"	802.73	12.57	1055.5	0.743
"66577-53-5"	"trans-1-iodo-1-heptadecene"	802.73	12.57	1055.5	0.743
"66577-55-7"	"1,1-diiodoheptadecane"	976.52	12.01	1157.5	0.767
"66577-57-9"	"1,3-heptadecanediol"	811.07	14.15	1019.5	1.188
"66577-59-1"	"1,17-heptadecanediol"	820.62	14.07	1025.5	1.187
"66577-60-4"	"2-heptadecanethiol"	777	13	1022	0.797
"66577-61-5"	"4-thiaoctadecane"	798.63	12.46	1041.5	0.774
"66577-62-6"	"5-thiaoctadecane"	798.63	12.46	1041.5	0.774
"66577-63-7"	"cis-1-fluoro-1-heptadecene"	750.1	12.37	985.5	0.747
"66587-65-3"	"1,1-diiodobutane"	726.41	37.27	429.5	0.287
"66587-66-4"	"2,3-diiodobutane"	732.32	37.64	423.5	0.258
"66587-77-7"	"1,1,3-trifluoro-2-methylpropane"	429.75	33.76	301.5	0.33
"66587-78-8"	"1,3-diiodo-2-(iodomethyl)-propane"	856.37	36.29	517.5	0.331
"66587-82-4"	"1,1,4-triiodobutane"	856.37	36.29	517.5	0.331
"666-21-7"	"2,3-difluorobutane"	487.02	35.6	283.5	0.277
"66610-39-7"	"sec-butyl methyl ether (d)"	497.32	34.09	330.8	0.327
"66610-91-1"	"2,3-diethylnaphthalene"	812.35	24.6	633.5	0.537
"66610-92-2"	"1,4-dimethyl-6-ethylnaphthalene"	811.44	24.24	633.5	0.536
"66675-32-9"	"1,1,2-trichlorobutane"	628.34	34.72	394.5	0.332
"66675-34-1"	"cis-1-fluoro-1-butene"	455.25	39.31	257.5	0.251
"66675-35-2"	"trans-1-fluoro-1-butene"	455.25	39.31	257.5	0.251
"66675-38-5"	"cis-2-fluoro-2-butene"	467.83	39.56	258.5	0.227
"66675-39-6"	"trans-2-fluoro-2-butene"	467.83	39.56	258.5	0.227
"66675-40-9"	"1,3-difluoro-2-(fluoromethyl)-propane"	426.87	33.45	307.5	0.36
"66675-46-5"	"1,1-diiodoheptane"	780.77	26.96	597.5	0.421
"66688-32-2"	"1,4-diiodo-2-methylbutane"	744.5	33.26	485.5	0.332
"66688-33-3"	"2,2-diiodo-3-methylbutane"	759.04	34	474.5	0.242
"66688-34-4"	"2,3-diiodo-2-methylbutane"	759.04	34	474.5	0.242
"66688-35-5"	"1,1-diiodopentane"	744.5	33.26	485.5	0.332
"66688-36-6"	"1,3-diiodopentane"	744.5	33.26	485.5	0.332
"66688-37-7"	"2,2-diiodopentane"	752.99	33.68	480.5	0.271
"66688-38-8"	"2,3-diiodopentane"	750.13	33.57	479.5	0.302
"66688-39-9"	"3,3-diiodopentane"	752.99	33.68	480.5	0.271
"66688-43-5"	"1,3-difluoro-2-methylbutane"	463.41	31.85	339.5	0.321
"66688-44-6"	"1,3-difluoro-3-methylbutane"	463.73	31.96	340.5	0.29
"66688-45-7"	"1,4-difluoro-2-methylbutane"	460.3	31.56	345.5	0.351
"66688-46-8"	"2,3-difluoropentane"	491	31.85	339.5	0.321
"66688-47-9"	"2,4-difluoropentane"	491	31.85	339.5	0.321
"66688-49-1"	"1,3-diiodo-2,2-dimethylpropane"	752.99	33.68	480.5	0.271
"66688-50-4"	"1,1-diiodo-2-methylbutane"	750.13	33.57	479.5	0.302
"66688-51-5"	"1,1-diiodo-3-methylbutane"	750.13	33.57	479.5	0.302
"66688-52-6"	"1,2-diiodo-2-methylbutane"	752.99	33.68	480.5	0.271
"66688-53-7"	"1,2-diiodo-3-methylbutane"	750.13	33.57	479.5	0.302
"66688-54-8"	"1,3-diiodo-2-methylbutane"	750.13	33.57	479.5	0.302
"66688-55-9"	"1,3-diiodo-3-methylbutane"	752.99	33.68	480.5	0.271
"66688-56-0"	"1-iodo-trans-2-pentene"	624.39	35.94	383.5	0.286
"66688-57-1"	"2-iodo-cis2-pentene"	628.8	36.16	384.5	0.261
"66688-58-2"	"2-iodo-trans-2-pentene"	628.8	36.16	384.5	0.261
"66688-59-3"	"2-iodo-1-pentene"	614.94	35.73	385.5	0.271
"66688-60-6"	"3-iodo-trans-2-pentene"	628.8	36.16	384.5	0.261
"66688-61-7"	"3-iodo-1-pentene"	615.43	35.86	378.5	0.267
"66688-62-8"	"4-iodo-cis2-pentene"	629.33	36.29	377.5	0.257
"66688-63-9"	"4-iodo-trans-2-pentene"	629.33	36.29	377.5	0.257
"66688-64-0"	"5-iodo-cis2-pentene"	624.39	35.94	383.5	0.286
"66688-66-2"	"1,3-difluoro-2,2-dimethylpropane"	463.73	31.96	340.5	0.29
"66688-67-3"	"1,1-difluoro-2-methylbutane"	463.41	31.85	339.5	0.321
"66688-68-4"	"1,2-difluoro-2-methylbutane"	463.73	31.96	340.5	0.29
"66688-69-5"	"1,2-difluoro-3-methylbutane"	463.41	31.85	339.5	0.321
"66688-72-0"	"cis-1-chloro-1-nonene"	662.93	23.41	568.5	0.474
"66688-73-1"	"trans-1-chloro-1-nonene"	662.93	23.41	568.5	0.474
"66688-74-2"	"cis-1-fluoro-1-nonene"	571.18	23.23	537.5	0.473
"66688-75-3"	"trans-1-fluoro-1-nonene"	571.18	23.23	537.5	0.473
"66702-87-2"	"3-fluoro-trans-2-pentene"	482.63	35.18	314.5	0.271
"66702-88-3"	"3-fluoro-1-pentene"	469.68	34.89	308.5	0.276
"66702-89-4"	"4-fluoro-cis2-pentene"	482.91	35.3	307.5	0.266
"66702-90-7"	"4-fluoro-trans-2-pentene"	482.91	35.3	307.5	0.266
